t,p1,p2,x1,y1,z1,vx1,vy1,vz1,x2,y2,z2,vx2,vy2,vz2,d
240932735.17525795,3,1799,-2074379656.4610672,147134300321.81763,-10348859.072316281,-30266.480853033005,-522.8741039507305,-0.37774303091137656,-2078374507.667386,147123426848.63992,-6707576.620286658,-36607.21897840017,13379.347547278456,-2795.446448860648,0.9519164535597066
240932735.17525795,3,567,-2074379656.4610672,147134300321.81763,-10348859.072316281,-30266.480853033005,-522.8741039507305,-0.37774303091137656,-2081203237.9096632,147124667084.52747,-6963504.945634574,-36288.911670620175,13486.29506829316,-2831.1159108769316,0.9627361522159537
240932735.17525795,3,1091,-2074379656.4610672,147134300321.81763,-10348859.072316281,-30266.480853033005,-522.8741039507305,-0.37774303091137656,-2081120745.199092,147124639957.68558,-6958833.3733838275,-36297.68240807574,13486.870493545888,-2831.143150416374,0.9609345035532969
240932735.17525795,3,3172,-2074379656.4610672,147134300321.81763,-10348859.072316281,-30266.480853033005,-522.8741039507305,-0.37774303091137656,-2076233543.3115025,147122488334.51636,-6510579.783461839,-36811.39248994773,13216.151116776453,-2745.063172667566,0.9844223011688897
240932735.17525795,3,3464,-2074379656.4610672,147134300321.81763,-10348859.072316281,-30266.480853033005,-522.8741039507305,-0.37774303091137656,-2082664017.8805265,147125304207.67377,-7095362.055972338,-36127.46047663528,13485.793026282916,-2832.577995051577,0.9920513442088712
240932735.17525795,3,1463,-2074379656.4610672,147134300321.81763,-10348859.072316281,-30266.480853033005,-522.8741039507305,-0.37774303091137656,-2079304751.125802,147123833349.0757,-6790096.657190964,-36505.63653616199,13429.596707248613,-2811.790056017291,0.9487759010329507
240932735.17525795,3,3606,-2074379656.4610672,147134300321.81763,-10348859.072316281,-30266.480853033005,-522.8741039507305,-0.37774303091137656,-2082399763.7157288,147125176186.5751,-7066675.021599792,-36156.91500803646,13486.225698990658,-2832.610470415453,0.9864564612053853
240932735.17525795,3,2579,-2074379656.4610672,147134300321.81763,-10348859.072316281,-30266.480853033005,-522.8741039507305,-0.37774303091137656,-2079462180.8098307,147123914904.2671,-6808967.906860985,-36487.43010067963,13439.199934414424,-2814.7215174476323,0.9479364548481242
240932735.17525795,3,3378,-2074379656.4610672,147134300321.81763,-10348859.072316281,-30266.480853033005,-522.8741039507305,-0.37774303091137656,-2078624986.0402431,147123547326.14603,-6731331.520289026,-36580.16912691858,13396.228114694355,-2800.9920994747954,0.9496090853723131
240932735.17525795,3,1586,-2074379656.4610672,147134300321.81763,-10348859.072316281,-30266.480853033005,-522.8741039507305,-0.37774303091137656,-2081368591.4804516,147124738370.51996,-6977970.424234681,-36270.21191948488,13487.895931655657,-2831.823297096114,0.9653429718623404
240932735.17525795,3,2971,-2074379656.4610672,147134300321.81763,-10348859.072316281,-30266.480853033005,-522.8741039507305,-0.37774303091137656,-2082169633.529192,147125083612.4134,-7049202.699996479,-36181.224816401365,13489.069665800993,-2833.0767183696703,0.9807537570398376
240932808.01194447,3,3081,-2076584166.4822032,147134262221.17627,-10348886.59026235,-30266.476554898178,-523.3195983540255,-0.37786371775183586,-2078156936.3221908,147123130169.66885,-6642539.450682732,-36850.2489315101,13329.394130150791,-2784.1243673637814,0.9279971812725782
240932808.01194447,3,3166,-2076584166.4822032,147134262221.17627,-10348886.59026235,-30266.476554898178,-523.3195983540255,-0.37786371775183586,-2077908312.682616,147123023404.39743,-6620269.940619477,-36872.529476081734,13304.596969438786,-2776.4204064130677,0.9340492663035895
240932808.01194447,3,2594,-2076584166.4822032,147134262221.17627,-10348886.59026235,-30266.476554898178,-523.3195983540255,-0.37786371775183586,-2085865528.309372,147126532001.58258,-7352000.604728308,-35937.97878444073,13592.249497103598,-2874.2660860366072,0.9756086687727051
240932808.01194447,3,795,-2076584166.4822032,147134262221.17627,-10348886.59026235,-30266.476554898178,-523.3195983540255,-0.37786371775183586,-2076317877.5643718,147122315533.9823,-6473022.843771089,-36991.35622807126,13132.297253939876,-2723.5264558544286,0.984810007820257
240932808.01194447,3,3373,-2076584166.4822032,147134262221.17627,-10348886.59026235,-30266.476554898178,-523.3195983540255,-0.37786371775183586,-2077483041.0132425,147122832700.99368,-6580408.004218214,-36908.19164379048,13259.564603671195,-2762.4823550675173,0.946066082110832
240932808.01194447,3,3823,-2076584166.4822032,147134262221.17627,-10348886.59026235,-30266.476554898178,-523.3195983540255,-0.37786371775183586,-2076590625.972104,147122434396.30954,-6498271.446330087,-36973.70979093526,13162.20135972332,-2732.5542012885803,0.9751153954268031
240932808.01194447,3,1225,-2076584166.4822032,147134262221.17627,-10348886.59026235,-30266.476554898178,-523.3195983540255,-0.37786371775183586,-2077043365.6063457,147122627669.89133,-6536958.370990668,-36941.72216053159,13210.475196082876,-2747.422867139996,0.9604459647069054
240932875.86756414,3,3033,-2078637916.8676255,147134226696.91965,-10348912.234253127,-30266.47254481253,-523.734627097371,-0.37797613163684785,-2088966987.2799046,147127734827.4274,-7604421.23516045,-35736.703449613095,13654.280123952754,-2903.3482184210634,0.9802745670052808
240932875.86756414,3,1809,-2078637916.8676255,147134226696.91965,-10348912.234253127,-30266.47254481253,-523.734627097371,-0.37797613163684785,-2078398677.4870489,147123019954.55493,-6617620.882873615,-37023.61595078248,13254.334555838064,-2765.058854255446,0.9261333317899506
240932875.86756414,3,706,-2078637916.8676255,147134226696.91965,-10348912.234253127,-30266.47254481253,-523.734627097371,-0.37797613163684785,-2078221532.0316815,147122940129.4888,-6600479.245230425,-37035.73355092351,13232.06894704028,-2758.1957619296395,0.9328766923966215
240932875.86756414,3,475,-2078637916.8676255,147134226696.91965,-10348912.234253127,-30266.47254481253,-523.734627097371,-0.37797613163684785,-2078089539.0081744,147122887787.8073,-6590382.99697162,-37044.78518032311,13216.743169781988,-2753.3939655695,0.937435346941367
240932875.86756414,3,3031,-2078637916.8676255,147134226696.91965,-10348912.234253127,-30266.47254481253,-523.734627097371,-0.37797613163684785,-2076774126.064031,147122306413.14905,-6467913.285355246,-37115.62419744972,13053.719442891645,-2703.6052650152874,0.9935464704476408
240932875.86756414,3,660,-2078637916.8676255,147134226696.91965,-10348912.234253127,-30266.47254481253,-523.734627097371,-0.37797613163684785,-2088945868.3191,147127724403.23013,-7601936.964198129,-35738.82491503959,13655.44778040561,-2903.743683444146,0.9793753661284621
240932875.86756414,3,2761,-2078637916.8676255,147134226696.91965,-10348912.234253127,-30266.47254481253,-523.734627097371,-0.37797613163684785,-2078122941.9441185,147122893151.4443,-6590919.614724453,-37042.103627592085,13219.268787468927,-2754.1928791462415,0.9369069514397267
240932939.6834018,3,2833,-2080569397.0450742,147134193261.9014,-10348936.358489463,-30266.468768286108,-524.1249473563424,-0.3780818357370883,-2077812565.0536397,147122556816.8548,-6517480.2496755645,-37196.171425737244,13034.565846361545,-2701.487314988365,0.9844057688804779
240932939.6834018,3,1386,-2080569397.0450742,147134193261.9014,-10348936.358489463,-30266.468768286108,-524.1249473563424,-0.3780818357370883,-2078655215.6897013,147122926121.7043,-6595554.031923025,-37162.99542144671,13146.794439204332,-2735.909379108231,0.942998610354551
240932939.6834018,3,1373,-2080569397.0450742,147134193261.9014,-10348936.358489463,-30266.468768286108,-524.1249473563424,-0.3780818357370883,-2078644908.6571052,147122919949.73083,-6593559.918481041,-37163.34195138044,13145.091365818203,-2735.4461627672813,0.9436294235576488
240932939.6834018,3,3271,-2080569397.0450742,147134193261.9014,-10348936.358489463,-30266.468768286108,-524.1249473563424,-0.3780818357370883,-2078218294.0209427,147122741540.5752,-6558395.608692828,-37182.159118566335,13089.220279159552,-2718.047228039401,0.9634274030966777
240932939.6834018,3,2896,-2080569397.0450742,147134193261.9014,-10348936.358489463,-30266.468768286108,-524.1249473563424,-0.3780818357370883,-2091717009.5077474,147128799282.5671,-7828632.358995383,-35560.89229975852,13692.306950960747,-2925.2260406252076,0.9907193773716438
240932939.6834018,3,1417,-2080569397.0450742,147134193261.9014,-10348936.358489463,-30266.468768286108,-524.1249473563424,-0.3780818357370883,-2078497131.980516,147122862112.90958,-6582911.267370012,-37170.49913358366,13126.30120579563,-2729.526969427674,0.9500487899632424
240933002.15293235,3,368,-2082460129.0251024,147134160508.12762,-10348959.980315821,-30266.465066567787,-524.5070333476751,-0.3781852936467216,-2094147780.5966008,147129744224.8191,-8029018.4361275835,-35406.826222803415,13731.421428656382,-2948.2754066382045,0.9961959945752855
240933002.15293235,3,3673,-2082460129.0251024,147134160508.12762,-10348959.980315821,-30266.465066567787,-524.5070333476751,-0.3781852936467216,-2078623328.9548838,147122712050.31168,-6547660.605610969,-37276.37923077437,12977.097237836362,-2687.6114837691707,0.9923366960295936
240933002.15293235,3,914,-2082460129.0251024,147134160508.12762,-10348959.980315821,-30266.465066567787,-524.5070333476751,-0.3781852936467216,-2079766908.2179801,147123223595.41333,-6656657.729627028,-37247.137248292915,13139.445627688006,-2737.7631511867,0.9292195361789625
240933062.6554669,3,2735,-2084291326.7654347,147134128762.92807,-10348982.864515422,-30266.46147681892,-524.8770886984535,-0.3782854786886148,-2079799521.8896852,147123027121.41312,-6609734.300849158,-37341.34476306125,12963.92936887119,-2687.394541017736,0.9835242158489145
240933125.9585678,3,1332,-2086207287.510464,147134095524.32578,-10349006.814476611,-30266.457716073735,-525.2642735457678,-0.37839028506129013,-2081477574.7967157,147123553291.24084,-6718825.678734956,-37407.877961578684,13009.36632572281,-2705.732129197512,0.9494499728916788
240933186.63153562,3,1745,-2088043643.2159843,147134063643.7256,-10349029.775585163,-30266.45410694276,-525.6353717529161,-0.3784907214812467,-2082730952.307464,147123885133.09457,-6784890.65163098,-37472.80981039213,12992.94763567137,-2704.9568653974397,0.9424426643740882
240933186.63153562,3,1958,-2088043643.2159843,147134063643.7256,-10349029.775585163,-30266.45410694276,-525.6353717529161,-0.3784907214812467,-2082359094.8080513,147123727108.2049,-6751614.877339029,-37469.47219167528,12936.435187878351,-2686.9788205748123,0.9668074409536777
240933186.63153562,3,2732,-2088043643.2159843,147134063643.7256,-10349029.775585163,-30266.45410694276,-525.6353717529161,-0.3784907214812467,-2082492123.0603619,147123786790.48456,-6764319.565678875,-37471.17600305607,12956.7424065706,-2693.4279883767304,0.9578151034189128
240933186.63153562,3,437,-2088043643.2159843,147134063643.7256,-10349029.775585163,-30266.45410694276,-525.6353717529161,-0.3784907214812467,-2081941728.0099382,147123544381.26886,-6711892.4087255355,-37463.585642913706,12875.181453118,-2667.71825827723,0.9950545071738334
240933186.63153562,3,2206,-2088043643.2159843,147134063643.7256,-10349029.775585163,-30266.45410694276,-525.6353717529161,-0.3784907214812467,-2082842239.2954793,147123938550.22144,-6795606.647917156,-37474.20157192376,13011.020765961528,-2710.8213530402745,0.9348121232837904
240933246.12866154,3,1409,-2089844410.1422377,147134032359.106,-10349052.297624856,-30266.45056334805,-525.9992782803187,-0.3785891967739097,-2083373352.5213368,147123970705.58203,-6799437.210642479,-37523.55886437701,12881.69906365114,-2673.8155599332517,0.9782190642437425
240933246.12866154,3,2984,-2089844410.1422377,147134032359.106,-10349052.297624856,-30266.45056334805,-525.9992782803187,-0.3785891967739097,-2083591310.66801,147124068581.13535,-6819893.397368998,-37528.99182761776,12914.777925400747,-2684.453032233142,0.9627742597084352
240933307.7041756,3,1115,-2091708082.2808626,147133999958.8348,-10349075.61258661,-30266.446891369447,-526.3758972122193,-0.378691096764063,-2084853271.947161,147124409038.45734,-6888424.957778926,-37586.532276141006,12883.452790090223,-2678.982998626024,0.963148215366075
240933307.7041756,3,3339,-2091708082.2808626,147133999958.8348,-10349075.61258661,-30266.446891369447,-526.3758972122193,-0.378691096764063,-2084912512.9524808,147124424209.11072,-6890794.414484902,-37587.21864337503,12891.531363307953,-2681.628456608437,0.9595818078185389
240933307.7041756,3,3079,-2091708082.2808626,147133999958.8348,-10349075.61258661,-30266.446891369447,-526.3758972122193,-0.378691096764063,-2085293224.7730687,147124587442.35422,-6926610.355973333,-37599.296182685815,12951.648024473156,-2701.129482388628,0.9323772215702346
