t,p1,p2,x1,y1,z1,vx1,vy1,vz1,x2,y2,z2,vx2,vy2,vz2,d
240932738.83390465,3,903,-2074490390.821772,147134298408.76505,-10348860.454355672,-30266.480637290213,-522.8964814941988,-0.37774909362951303,-2082766010.462933,147125328447.44977,-7099437.36466869,-36125.78186222891,13490.61537109921,-2834.439560137872,0.9900635900362619
240932738.83390465,3,611,-2074490390.821772,147134298408.76505,-10348860.454355672,-30266.480637290213,-522.8964814941988,-0.37774909362951303,-2076958934.766396,147122797793.97913,-6573458.370250672,-36758.283149957286,13275.536036501917,-2763.6021305287313,0.9684335050090236
240932738.83390465,3,582,-2074490390.821772,147134298408.76505,-10348860.454355672,-30266.480637290213,-522.8964814941988,-0.37774909362951303,-2082784758.435821,147125335665.96884,-7101621.37742506,-36123.85037708822,13490.27906825234,-2834.2628469126375,0.9905818015809585
240932738.83390465,3,15,-2074490390.821772,147134298408.76505,-10348860.454355672,-30266.480637290213,-522.8964814941988,-0.37774909362951303,-2076005829.6413493,147122383678.28577,-6485750.7956736535,-36839.67766667552,13193.125186580008,-2738.56198199554,0.9890579518753446
240932738.83390465,3,873,-2074490390.821772,147134298408.76505,-10348860.454355672,-30266.480637290213,-522.8964814941988,-0.37774909362951303,-2081899972.0710034,147124962133.9758,-7024944.944718942,-36219.63309366529,13497.47618445833,-2835.508671291198,0.9700339275355652
240932738.83390465,3,326,-2074490390.821772,147134298408.76505,-10348860.454355672,-30266.480637290213,-522.8964814941988,-0.37774909362951303,-2080055439.1361117,147124162794.14838,-6859101.668894485,-36430.717939849426,13465.19833414617,-2823.6155652791417,0.9468307312570897
240932811.70587283,3,769,-2076695968.679343,147134260288.0294,-10348887.986075176,-30266.476336743028,-523.3421917076429,-0.37786983783172795,-2076230535.799198,147122264902.27197,-6461526.839672927,-37005.28548465253,13116.106088540357,-2718.900960603569,0.9891713727899711
240932880.10762957,3,915,-2078766248.6930673,147134224476.19553,-10348913.836911574,-30266.47229404751,-523.7605608321322,-0.37798315536916743,-2089481872.3173742,147127944209.13712,-7646942.114591299,-35696.58703718776,13634.244982983902,-2897.8720935318725,0.9964430556744643
240933022.63520083,3,799,-2083080054.8786628,147134149763.7507,-10348967.726755934,-30266.463851815042,-524.6323102758267,-0.37821921154236765,-2079461123.6427326,147123016564.6568,-6610599.1220839815,-37291.09596141638,13035.450132982387,-2706.911780077448,0.9633712025388029
240933084.94445482,3,587,-2084965935.546684,147134117062.42963,-10348991.296527192,-30266.46015322624,-525.0134162503658,-0.3783223828316608,-2080025549.776573,147123049558.374,-6614329.383311244,-37365.43067706129,12927.82042204397,-2677.50807395257,0.9942134075491605
240933296.44056517,3,290,-2091367172.8131151,147134005887.33975,-10349071.34726263,-30266.447563410176,-526.3070047320668,-0.37867245802125843,-2084136877.2033684,147124135618.30032,-6830272.987172497,-37560.26187291119,12817.546781182258,-2656.9455715659665,0.9980278334442251
240933360.8875432,3,742,-2093317753.7700036,147133971955.74188,-10349095.754994556,-30266.443716082544,-526.7011868027507,-0.37877909624606043,-2085789872.6365476,147124621949.8232,-6929821.670543852,-37624.57524727214,12827.351604156285,-2664.760078826037,0.9784446176014762
240933654.91146,3,466,-2102216809.5125308,147133816828.615,-10349207.196607927,-30266.42609857793,-528.4995511593357,-0.3792653912456797,-2092807331.5544157,147126626420.8145,-7332638.513779121,-37885.05204373106,12731.996076602614,-2658.61244900916,0.9579969520236632
240933720.0701288,3,270,-2104188929.418289,147133782379.30374,-10349231.91254547,-30266.42217992911,-528.8980875196183,-0.3793731110633714,-2094363360.0988293,147127071694.52106,-7422980.905102084,-37935.107105135234,12697.395117925775,-2653.0360874825014,0.9605534649117528
240933786.58114213,3,160,-2106201979.6940618,147133747188.22736,-10349257.148691645,-30266.418174549795,-529.3048956045396,-0.3794830485755755,-2096319688.0205576,147127670758.72894,-7545511.793205905,-38021.30897689321,12709.872295460636,-2665.372917565441,0.9356162183949464
240934009.43145835,3,435,-2112946859.0565777,147133629080.58667,-10349341.75764197,-30266.4047144501,-530.6679395087167,-0.37985127023689563,-2102030034.4790175,147129310965.44427,-7877588.670465467,-38198.90830232915,12593.112312502271,-2650.257758438955,0.9404938461016015
240934161.31685665,3,15,-2117543883.2927086,147133548409.32495,-10349399.470554672,-30266.395505513257,-531.5969344823568,-0.38010211762462237,-2106093004.1503432,147130489320.80185,-8116593.440420693,-38317.19467881995,12508.830820978144,-2639.9076396595206,0.9454901884489783
