t,p1,p2,x1,y1,z1,vx1,vy1,vz1,x2,y2,z2,vx2,vy2,vz2,d
240932737.05146986,3,3695,-2074436442.7921987,147134299340.78424,-10348859.781045161,-30266.480742398748,-522.8855795087462,-0.3777461399759474,-2083023142.6196828,147125443792.77493,-7123293.035820946,-36094.939227222276,13482.662211094455,-2832.1444665535787,0.9994894884085667
240932737.05146986,3,759,-2074436442.7921987,147134299340.78424,-10348859.781045161,-30266.480742398748,-522.8855795087462,-0.3777461399759474,-2078223735.5245805,147123361686.046,-6690952.138206072,-36628.643826196414,13370.780203992068,-2793.192732016418,0.9516128921588004
240932737.05146986,3,954,-2074436442.7921987,147134299340.78424,-10348859.781045161,-30266.480742398748,-522.8855795087462,-0.3777461399759474,-2076137297.5526357,147122450152.34146,-6502607.064677209,-36824.4809894325,13207.511852923273,-2742.5635816317977,0.9856622687784679
240932737.05146986,3,2455,-2074436442.7921987,147134299340.78424,-10348859.781045161,-30266.480742398748,-522.8855795087462,-0.3777461399759474,-2078802307.53167,147123610979.07782,-6744348.188578725,-36566.77634221767,13405.238485117996,-2803.9570900296762,0.9481781533560528
240932737.05146986,3,4837,-2074436442.7921987,147134299340.78424,-10348859.781045161,-30266.480742398748,-522.8855795087462,-0.3777461399759474,-2080513106.0470452,147124365238.16098,-6900983.487326026,-36372.94883910565,13476.67535087147,-2827.529065397412,0.9520774784822884
240932737.05146986,3,2651,-2074436442.7921987,147134299340.78424,-10348859.781045161,-30266.480742398748,-522.8855795087462,-0.3777461399759474,-2078698539.6075292,147123570420.69583,-6736180.396117449,-36577.944178728365,13400.260258922728,-2802.3479220905065,0.948282798452407
240932737.05146986,3,4814,-2074436442.7921987,147134299340.78424,-10348859.781045161,-30266.480742398748,-522.8855795087462,-0.3777461399759474,-2082379889.4323153,147125162019.07962,-7066416.698495001,-36163.43450793947,13490.320323202175,-2833.6216522233444,0.9833951467010464
240932737.05146986,3,3559,-2074436442.7921987,147134299340.78424,-10348859.781045161,-30266.480742398748,-522.8855795087462,-0.3777461399759474,-2079584451.2185454,147123956353.5387,-6815592.480403744,-36479.49914713233,13444.379947842464,-2816.713702319863,0.9471048869970689
240932737.05146986,3,390,-2074436442.7921987,147134299340.78424,-10348859.781045161,-30266.480742398748,-522.8855795087462,-0.3777461399759474,-2079265441.7350755,147123814336.67892,-6786760.059080094,-36515.52633063189,13429.51010656227,-2811.7679395227215,0.9470391630491604
240932737.05146986,3,211,-2074436442.7921987,147134299340.78424,-10348859.781045161,-30266.480742398748,-522.8855795087462,-0.3777461399759474,-2076918209.2779145,147122786231.23798,-6572229.431502871,-36756.96208698195,13273.55818265364,-2762.78312973815,0.9695822997205218
