6.615356971759976945e-01 8.515017676760264775e-01 2.460636917422406375e+06 2.713656176795018951e+02 1.343614226808969931e+02 3.408127853437619592e+00
6.615535652909768638e-01 8.514990860074419521e-01 2.460636917618271895e+06 2.713656157126927724e+02 1.343613339576943702e+02 3.408194513188698149e+00
6.615671233489175407e-01 8.514971364959798006e-01 2.460636917769978289e+06 2.713656068818692688e+02 1.343612846580012672e+02 3.408243148993809424e+00
6.615504064917164806e-01 8.514996498551410387e-01 2.460636917586545926e+06 2.713656093644458451e+02 1.343613670621675737e+02 3.408181704037509530e+00
6.615464921692757461e-01 8.515001862481644812e-01 2.460636917543052696e+06 2.713656162907084308e+02 1.343613744034757929e+02 3.408167279668573801e+00
6.615484758734095916e-01 8.514998507373368053e-01 2.460636917567496188e+06 2.713656225368514470e+02 1.343613571824024007e+02 3.408175288839316863e+00
6.615417923932163102e-01 8.515008949102422786e-01 2.460636917486148886e+06 2.713656126416051393e+02 1.343613977267270343e+02 3.408151091063895688e+00
6.615586335446127508e-01 8.514984198266171145e-01 2.460636917675491422e+06 2.713656040647740042e+02 1.343613299248570456e+02 3.408211413457865380e+00
6.615421615188632476e-01 8.515008286759371270e-01 2.460636917502576951e+06 2.713656361351658006e+02 1.343613824921772277e+02 3.408154480178501533e+00
6.615513290722889739e-01 8.514994385175748137e-01 2.460636917591574602e+06 2.713656092197392695e+02 1.343613512847196603e+02 3.408184584913586335e+00
6.615531134386937184e-01 8.514991905206314993e-01 2.460636917618977837e+06 2.713656168287773198e+02 1.343613433390288208e+02 3.408191529051087798e+00
6.615528243900355987e-01 8.514992196711096417e-01 2.460636917605263647e+06 2.713656022247787973e+02 1.343613490735155267e+02 3.408189591838055588e+00
6.615519587328670958e-01 8.514993887421231644e-01 2.460636917598570231e+06 2.713656016545284615e+02 1.343613602609489988e+02 3.408187608874011065e+00
6.615478471342904898e-01 8.514999763618642525e-01 2.460636917559229303e+06 2.713656132923638893e+02 1.343613715614038995e+02 3.408171688469847194e+00
6.615617256443210303e-01 8.514979230156451973e-01 2.460636917713954579e+06 2.713656194523695717e+02 1.343612997814501853e+02 3.408223968441661533e+00
6.615485138675530896e-01 8.514998736103220889e-01 2.460636917562155053e+06 2.713656129479928723e+02 1.343613643869328484e+02 3.408174778843804820e+00
6.615457021038072538e-01 8.515002877763244715e-01 2.460636917532588821e+06 2.713656125351413380e+02 1.343613792967281597e+02 3.408164918121656228e+00
6.615554635366719394e-01 8.514988720035593373e-01 2.460636917642006651e+06 2.713656123257109698e+02 1.343613365821092316e+02 3.408201840682886008e+00
6.615470683728132961e-01 8.515001124281822431e-01 2.460636917550798040e+06 2.713656260896208323e+02 1.343613646052894524e+02 3.408170947122638239e+00
6.615530224251957581e-01 8.514991883421088037e-01 2.460636917613008525e+06 2.713656155117653270e+02 1.343613395571769047e+02 3.408191765228417047e+00
6.615509897883413704e-01 8.514994789649938944e-01 2.460636917594962288e+06 2.713656248789033043e+02 1.343613426639776378e+02 3.408186117806897730e+00
6.615540286063933406e-01 8.514990722186636107e-01 2.460636917631727643e+06 2.713656191127766419e+02 1.343613407937410216e+02 3.408194847645691805e+00
6.615485879838984840e-01 8.514998340732777837e-01 2.460636917561778799e+06 2.713656177933800109e+02 1.343613553204131676e+02 3.408176467721513614e+00
6.615599906272711106e-01 8.514982303126222840e-01 2.460636917692911811e+06 2.713656110327959254e+02 1.343613196229718483e+02 3.408217954218331958e+00
6.615600081541300748e-01 8.514981906523042543e-01 2.460636917695524637e+06 2.713656167478761745e+02 1.343613124570535149e+02 3.408218216375252130e+00
6.615505317721142031e-01 8.514995952557361525e-01 2.460636917591510341e+06 2.713656198807358351e+02 1.343613554946877571e+02 3.408182601320139060e+00
6.615544451712761509e-01 8.514990622349295490e-01 2.460636917631356511e+06 2.713656049723552997e+02 1.343613529988173241e+02 3.408195957491034545e+00
