t,p1,p2,x1,y1,z1,vx1,vy1,vz1,x2,y2,z2,vx2,vy2,vz2,d
240932787.18200314,3,38,-2075953717.5355635,147134273120.56595,-10348878.719742678,-30266.477784752966,-523.1921951866802,-0.37782920577440526,-2077206433.9132166,147122767607.83533,-6567090.954086669,-36872.81829815977,13255.942634780851,-2760.1528479226927,0.9544883704422535
240933501.03801033,3,88,-2097559609.4023948,147133898078.25516,-10349148.857309181,-30266.435331759403,-527.5584008282261,-0.3790109395999772,-2088980985.310486,147125517802.16275,-7109512.657774622,-37744.79803176765,12772.560500840846,-2658.058579397114,0.9738299636186151
240932750.2745789,3,63,-2074836659.7574673,147134292426.07657,-10348864.776168369,-30266.479962550926,-522.9664566018936,-0.3777680515371204,-2078411125.112132,147123404014.1953,-6699452.253894053,-36648.937788870215,13382.531059588177,-2797.581858028739,0.9428425510220448
240932750.2745789,3,43,-2074836659.7574673,147134292426.07657,-10348864.776168369,-30266.479962550926,-522.9664566018936,-0.3777680515371204,-2078971171.2391205,147123646482.8112,-6750136.600439817,-36588.56952114718,13418.241948857274,-2808.90867073051,0.938689958034249
240933128.06882593,3,22,-2086271157.5447946,147134094415.869,-10349007.612981422,-30266.457590621256,-525.2771806570537,-0.37839377857989154,-2081680878.4986887,147123629477.08786,-6734781.4194005625,-37409.10377124795,13032.748853977957,-2713.247799726001,0.9395638743046821
240933188.05737656,3,71,-2088086798.3616717,147134062894.24698,-10349030.315254366,-30266.454022072034,-525.6440927227798,-0.3784930815986189,-2082082789.183264,147123604002.38556,-6725533.67753987,-37466.97707471992,12891.099831693486,-2672.7441713171866,0.9871464094187666
240932746.79603595,3,102,-2074731376.5121427,147134294245.20074,-10348863.46209608,-30266.480167722828,-522.9451806339988,-0.37776228743243,-2081206977.7540345,147124646806.54327,-6960600.989110969,-36319.724754517294,13505.69694073567,-2837.639166037829,0.9488016182148826
240932746.79603595,3,83,-2074731376.5121427,147134294245.20074,-10348863.46209608,-30266.480167722828,-522.9451806339988,-0.37776228743243,-2076786755.0229325,147122696030.96695,-6552939.269483261,-36796.00169310622,13254.822347083276,-2757.559226751885,0.9701475097093174
240932924.1468571,3,33,-2080099160.69472,147134201404.25385,-10348930.484604044,-30266.469688178237,-524.0299203268928,-0.37805610265292666,-2091269924.6634324,147128621113.29398,-7789469.3111659,-35588.34374096066,13665.448219520591,-2914.2182735387237,0.999243610806933
240933328.12215745,3,106,-2092326062.0326545,147133989210.02634,-10349083.345039485,-30266.445672736372,-526.5007812925166,-0.3787248826060427,-2085410549.7138572,147124569503.5644,-6919976.091874134,-37608.31102431129,12891.972630277569,-2683.408155646328,0.954700548018295
240934175.99998713,3,61,-2117988288.718521,147133540603.15857,-10349405.051821632,-30266.394613754706,-531.686742752046,-0.380126362621761,-2105930620.173524,147130356660.3346,-8083160.847787957,-38237.51114478437,12440.505471246704,-2611.544202370329,0.9936444763713199
240932746.64351916,3,99,-2074726760.3667765,147134294324.9586,-10348863.404481016,-30266.480176718247,-522.9442477889074,-0.37776203470404185,-2078556481.454193,147123485540.46548,-6718998.653820753,-36622.281338721456,13393.917534491593,-2800.738212476834,0.9429076513828455
240932822.1457738,3,49,-2077011947.6915095,147134254824.05545,-10348891.931089144,-30266.475720094833,-523.406045784804,-0.37788713429865634,-2086628024.1313813,147126826696.41306,-7412981.740366352,-35885.56357548672,13601.975729845195,-2879.3539084877393,0.9799588018540514
240932891.64794445,3,104,-2079115533.3088613,147134218431.42648,-10348918.199066497,-30266.471611420464,-523.8311454696684,-0.3780022717010323,-2077959726.54625,147122778798.71793,-6566521.405881814,-37090.95998865936,13167.405264917015,-2739.2215784553664,0.9488689919891041
240932955.66749942,3,48,-2081053179.2310126,147134184883.45572,-10348942.401998037,-30266.467821584472,-524.2227117935574,-0.3781083090674768,-2078147122.3310454,147122643613.65704,-6535817.824968066,-37213.080973246135,13036.774906176064,-2703.0089309644386,0.9797092403487385
240933330.09750044,3,52,-2092385848.644675,147133988169.99475,-10349084.093154265,-30266.445554812115,-526.5128632369034,-0.3787281511354034,-2085375155.445228,147124553633.14554,-6917510.445649555,-37608.06386254511,12879.659566214414,-2679.4779083952244,0.9599069245347381
