t,p1,p2,x1,y1,z1,vx1,vy1,vz1,x2,y2,z2,vx2,vy2,vz2,d
240932734.07892767,3,2764,-2074346474.3991036,147134300895.0567,-10348858.658186123,-30266.480917678113,-522.8673984167892,-0.3777412141792452,-2081582657.030848,147124827446.8154,-6995250.692232974,-36243.800646027565,13486.241363473318,-2831.5865046235185,0.9707904174726886
240932734.07892767,3,2136,-2074346474.3991036,147134300895.0567,-10348858.658186123,-30266.480917678113,-522.8673984167892,-0.3777412141792452,-2080563502.0080495,147124384614.18765,-6904664.050298475,-36359.36475034254,13472.260683046583,-2826.042010193516,0.9564131209034811
240932734.07892767,3,1818,-2074346474.3991036,147134300895.0567,-10348858.658186123,-30266.480917678113,-522.8673984167892,-0.3777412141792452,-2076328928.6668296,147122533619.11966,-6518425.118503042,-36800.44896055206,13225.326317363217,-2747.964914779628,0.9824814143217846
240932734.07892767,3,128,-2074346474.3991036,147134300895.0567,-10348858.658186123,-30266.480917678113,-522.8673984167892,-0.3777412141792452,-2076442833.5200047,147122588365.82657,-6529867.6146409735,-36790.804916776266,13235.951010683266,-2751.223231142524,0.9796363513016828
240932734.07892767,3,2255,-2074346474.3991036,147134300895.0567,-10348858.658186123,-30266.480917678113,-522.8673984167892,-0.3777412141792452,-2082276657.5085788,147125132192.67868,-7059425.8567299545,-36167.03710526036,13486.158155809704,-2832.205883954017,0.984674932506373
240932734.07892767,3,1418,-2074346474.3991036,147134300895.0567,-10348858.658186123,-30266.480917678113,-522.8673984167892,-0.3777412141792452,-2077877081.7652783,147123208587.19864,-6659113.260125838,-36655.717340100004,13345.98105256585,-2785.2115135783774,0.9572871291357417
240932807.0634693,3,1536,-2076555459.4779937,147134262717.52917,-10348886.231868709,-30266.47661091029,-523.313797148887,-0.3778621463143136,-2076876593.3031788,147122564529.3851,-6525234.0409771595,-36951.63987796412,13195.148460638542,-2742.566938947943,0.9651266074740991
240932807.0634693,3,1540,-2076555459.4779937,147134262717.52917,-10348886.231868709,-30266.47661091029,-523.313797148887,-0.3778621463143136,-2077726414.0772388,147122935039.49393,-6601618.38305246,-36885.171343277674,13284.925843978015,-2770.2457046466934,0.9398294042979629
240932807.0634693,3,2348,-2076555459.4779937,147134262717.52917,-10348886.231868709,-30266.47661091029,-523.313797148887,-0.3778621463143136,-2085608385.245344,147126423428.16916,-7329833.382954092,-35963.04388489846,13599.286676831964,-2876.0824510558746,0.9681577183292562
240932875.08854577,3,178,-2078614338.7273066,147134227104.9167,-10348911.939803254,-30266.472590882655,-523.7298623461652,-0.37797484117305463,-2089297337.6078887,147127876902.21915,-7634094.2796268435,-35706.92182099014,13629.079279058938,-2895.3498784859516,0.9972284044954596
240932942.79337454,3,2847,-2080663524.9362872,147134191631.85754,-10348937.53432166,-30266.468584114213,-524.1439690564262,-0.37808698664698936,-2078779850.9809678,147122971193.41052,-6606333.874639284,-37163.97537959748,13156.191313179792,-2738.876356145647,0.9389269588123252
240933143.0610581,3,567,-2086724919.3001542,147134086540.10416,-10349013.286134886,-30266.45669919173,-525.368878651214,-0.3784185975983682,-2081894919.2681012,147123669272.69315,-6741572.435750239,-37425.71586386582,13014.555955428232,-2708.6370111360047,0.9435249404213453
240933143.0610581,3,2604,-2086724919.3001542,147134086540.10416,-10349013.286134886,-30266.45669919173,-525.368878651214,-0.3784185975983682,-2081779747.2637868,147123620524.6807,-6731845.921244423,-37425.86294097902,12997.115659593275,-2703.0670859261677,0.9507081587150712
240933143.0610581,3,1224,-2086724919.3001542,147134086540.10416,-10349013.286134886,-30266.45669919173,-525.368878651214,-0.3784185975983682,-2081103675.1627421,147123330889.66058,-6669790.629853195,-37423.27188640317,12898.20765195327,-2672.072315316281,0.9941340510374777
240933613.19476372,3,1081,-2100954194.1497967,147133838870.54825,-10349191.376347398,-30266.428604674864,-528.2443953606519,-0.37919641636087137,-2091980042.9240491,147126418388.19296,-7292146.429723845,-37866.08523744376,12777.586949046961,-2670.4651264703984,0.9437935168587894
240933919.0112303,3,2772,-2110210163.587384,147133677038.69962,-10349307.418156616,-30266.410183192012,-530.1148919824958,-0.37970189103596813,-2099494283.189042,147128554668.37857,-7722080.971530364,-38103.460778937304,12616.794003147366,-2646.7269748104527,0.9535963853392658
240933919.0112303,3,873,-2110210163.587384,147133677038.69962,-10349307.418156616,-30266.410183192012,-530.1148919824958,-0.37970189103596813,-2099416284.5679302,147128518855.70267,-7715084.070936323,-38093.02382103423,12606.502950647726,-2642.541581757812,0.9602839552019122
