t,p1,p2,x1,y1,z1,vx1,vy1,vz1,x2,y2,z2,vx2,vy2,vz2,d
240932737.64141,3,812,-2074454298.204123,147134299032.31198,-10348860.003893062,-30266.480707610957,-522.8891877858472,-0.3777471175608407,-2080291454.4027314,147124268093.24716,-6882136.448655434,-36400.091771102765,13471.531819519822,-2825.5939885665593,0.9495251408997979
240932737.64141,3,148,-2074454298.204123,147134299032.31198,-10348860.003893062,-30266.480707610957,-522.8891877858472,-0.3777471175608407,-2077220212.1592345,147122913921.93298,-6597615.060180053,-36730.61113855045,13296.941460921973,-2770.1472993500133,0.9643998294449765
240932737.64141,3,1999,-2074454298.204123,147134299032.31198,-10348860.003893062,-30266.480707610957,-522.8891877858472,-0.3777471175608407,-2081135209.5139022,147124629379.84143,-6954700.488496475,-36303.46341030893,13488.838153730285,-2832.07162377516,0.959013642496887
240932810.7476359,3,1680,-2076666966.2226942,147134260789.51242,-10348887.623987086,-30266.476393335975,-523.3363307962687,-0.3778682502354512,-2077055849.0301383,147122623952.32126,-6537172.809692406,-36947.93349316635,13207.679263086935,-2746.6141385067604,0.9604201632668349
240932878.58318543,3,2964,-2078720109.1450126,147134225274.63217,-10348913.260699272,-30266.472384208402,-523.7512367941134,-0.37798063011289607,-2076796480.0147765,147122303932.20724,-6467077.388472836,-37119.79162800961,13049.94588971541,-2702.620052092894,0.9943452029769921
240932945.05636844,3,1559,-2080732017.7722516,147134190445.70724,-10348938.389934475,-30266.468450092703,-524.1578103335022,-0.3780907347186521,-2078956685.3872514,147123051442.61536,-6622592.713864468,-37161.1798448318,13176.330230285605,-2745.3686906069556,0.9312419156359832
240933621.61838266,3,2270,-2101209147.0118053,147133834420.60168,-10349194.570612215,-30266.428098805667,-528.2959175351108,-0.37921034464934456,-2092416276.5685966,147126575212.94992,-7325417.156070867,-37893.77073187706,12810.36979202434,-2682.9572301296557,0.9247489486607566
240933755.0681364,3,116,-2105248193.8532386,147133763865.17862,-10349245.190860827,-30266.420072983896,-529.1121493665948,-0.37943096230332535,-2095359479.3193161,147127373952.854,-7485653.313802295,-37976.61828622477,12699.803421705978,-2657.741510825932,0.9498729850109755
240933899.27482256,3,766,-2109612813.3678222,147133687500.07187,-10349299.924527133,-30266.41137553684,-529.9941760091885,-0.37966928093399394,-2098563323.7214026,147128225106.5625,-7652540.509263255,-38035.372862981996,12571.799850489528,-2626.5677980764326,0.9891216441849615
240933972.057369,3,1199,-2111815679.6990232,147133648909.54593,-10349327.56220036,-30266.406976109898,-530.439344059028,-0.3797895302564785,-2100791908.2834814,147128913220.10892,-7794017.282252207,-38132.87803581003,12579.606138864712,-2639.1529198617386,0.9616463990097277
240934124.96006167,3,2561,-2116443494.115739,147133567732.44336,-10349385.652351255,-30266.397712445912,-531.3745609154511,-0.38004208094316366,-2104938947.5259686,147130127552.23776,-8040969.284465502,-38261.58154617891,12509.91039462742,-2633.722613924395,0.9585686412803405
