date,jd,lon,lat,h,x_ecl,y_ecl,z_ecl,vx_ecl,vy_ecl,vz_ecl,x_earth,y_earth,z_earth,vx_earth,vy_earth,vz_earth,vx_surface,vy_surface,vz_surface,v_speed,z_impact,e,q,tp,node,peri,i
2032-12-22 13:56:54.347,2463589.081184569,-100.63619384650558,7.639733287433393,0.37484974976825,-5958544.262524148,-1589355.1067360686,1627984.092981725,-4132.802725621689,16361.825815837672,-3980.9476222048647,-1166915.0551579054,-6213644.346208786,842356.6843341433,-4132.802725621689,16361.825815837672,-3980.9476222048647,-4585.90887034608,16446.91861362325,-3980.9476222048647,17532.245606909695,26.358391625531727,0.6615621364438947,0.8514978607008477,2460636.9177120454,271.36560336404244,134.36130833519746,3.4082239618746866
2032-12-22 13:56:46.202,2463589.0810903055,-99.23554105043476,7.422958609482839,0.35399366154203754,-5909620.6037165215,-1729785.5606278242,1662786.163384115,-4210.641374138694,16346.2449717711,-3963.3536870663224,-1015183.7705921968,-6243392.600195618,818585.5743401642,-4210.641374138694,16346.2449717711,-3963.3536870663224,-4665.916796009512,16420.273348493443,-3963.3536870663224,17524.392395609895,25.331411175553043,0.6615621277537814,0.8514978836987377,2460636.917714981,271.36561111291564,134.36130513868125,3.408226353323682
2032-12-22 13:56:35.976,2463589.08097195,-97.44583346721828,7.125124334364367,0.3262968105892759,-5842257.428123176,-1908738.565841871,1704516.5946908516,-4308.5191657870755,16326.379680631933,-3939.991941831107,-820236.7549797413,-6276160.683872814,785907.3270802778,-4308.5191657870755,16326.379680631933,-3939.991941831107,-4766.184074284054,16386.192295114266,-3939.991941831107,17514.204094508983,24.026322653725938,0.6615621399279928,0.8514978566683739,2460636.9177104463,271.3656010106102,134.36130924082042,3.408226449993003
2032-12-22 13:56:25.330,2463589.080848731,-95.61196309270488,6.829400014894093,0.29989599478575013,-5767252.463402877,-2089603.8545284492,1747279.6986408054,-4407.039249017613,16305.520661715036,-3917.351272862437,-619355.3451232407,-6303122.885939272,753440.3971017677,-4407.039249017613,16305.520661715036,-3917.351272862437,-4866.6702725271225,16350.684771053619,-3917.351272862437,17503.571436105856,22.69288049653736,0.6615621255998431,0.851497895930709,2460636.9177089627,271.3655921078229,134.36131999398145,3.4082235619687835
2032-12-22 13:56:22.831,2463589.0808198075,-95.09177495453736,6.761291170691479,0.29397113017798265,-5744611.748408064,-2139950.387895623,1760874.7224508682,-4434.826786695174,16299.25281330895,-3912.079466344588,-562183.1587058641,-6309368.050454938,745960.113367307,-4434.826786695174,16299.25281330895,-3912.079466344588,-4894.913214836683,16340.247860575475,-3912.079466344588,17500.521171577126,22.312876159336852,0.661562125271651,0.8514978975204959,2460636.917712639,271.365608800733,134.361306641894,3.408225962920895
2032-12-22 13:56:20.186,2463589.080789188,-94.54153609102289,6.663815731421714,0.28559308362566393,-5720454.993663234,-2194244.3033903353,1772658.5100581106,-4464.000628925487,16293.019801030074,-3904.8668401864707,-501665.3941468956,-6315723.772053689,735252.7852380914,-4464.000628925487,16293.019801030074,-3904.8668401864707,-4924.550523649584,16329.601822790337,-3904.8668401864707,17497.287749546864,21.917577795300993,0.6615621384417255,0.8514978658841671,2460636.917713037,271.3656039108032,134.36130926977975,3.408225709892411
2032-12-22 13:56:20.541,2463589.0807932965,-94.52875093631823,6.669844250546071,0.2861077702078064,-5719706.317784796,-2195259.022252418,1773817.6496700705,-4464.792434533789,16292.713800547925,-3905.240905650449,-500250.000487186,-6315758.905942795,735915.0560940189,-4464.792434533789,16292.713800547925,-3905.240905650449,-4925.344891261785,16329.192610162676,-3905.240905650449,17497.212924601317,21.90675604372376,0.661562147840546,0.8514978422925213,2460636.917715478,271.3656162475327,134.3612966996288,3.4082262688200125
2032-12-22 13:56:20.002,2463589.0807870617,-94.50510368976917,6.6619049880940855,0.285430048773842,-5718784.50599083,-2197607.4029214894,1773881.9203748833,-4465.936315604395,16292.531660833261,-3904.689496045684,-497651.25620860886,-6316065.768167705,735042.8763977616,-4465.936315604395,16292.531660833261,-3904.689496045684,-4926.511149081355,16328.820967004367,-3904.689496045684,17497.071364517946,21.890362387630926,0.6615621330056021,0.8514978792367975,2460636.917715297,271.3656074483101,134.36130855352965,3.408226120126595
2032-12-22 13:56:18.677,2463589.0807717224,-94.37256886777811,6.631404335508449,0.2828337884632553,-5713098.0106753325,-2210729.7079957635,1775898.8905260172,-4472.7630209316385,16291.181981879183,-3902.5048020640393,-483069.3808780642,-6317586.746578189,731692.0550933372,-4472.7630209316385,16291.181981879183,-3902.5048020640393,-4933.448765916465,16326.407960806928,-3902.5048020640393,17496.286959202385,21.796475181885697,0.6615621299444877,0.8514978880684159,2460636.9177075415,271.3655912136041,134.36131912986997,3.408223772840011
2032-12-22 13:56:19.084,2463589.080776441,-94.32264208742501,6.639476787584903,0.2835197884409229,-5710536.171029919,-2215063.863351728,1778735.5934486918,-4475.588032310954,16290.298365465665,-3902.9578760916993,-477556.4129642901,-6317903.100730649,732578.9192870155,-4475.588032310954,16290.298365465665,-3902.9578760916993,-4936.2968462071,16325.122332385929,-3902.9578760916993,17495.991709639846,21.757140495259456,0.6615621309250093,0.8514978847373021,2460636.9177163187,271.3656137646721,134.3613036422129,3.4082257832419462
