t,p1,p2,x1,y1,z1,vx1,vy1,vz1,x2,y2,z2,vx2,vy2,vz2,d
240932733.5155737,3,1535,-2074329423.6571712,147134301189.61514,-10348858.445384376,-30266.480950895697,-522.8639527500366,-0.377740280641892,-2078708142.1774464,147123581605.20328,-6738224.090294033,-36566.349595254556,13399.219631936498,-2801.882012117119,0.9508479053073969
240932733.5155737,3,2783,-2074329423.6571712,147134301189.61514,-10348858.445384376,-30266.480950895697,-522.8639527500366,-0.377740280641892,-2076612239.6247482,147122662701.95514,-6545301.392684147,-36774.491630828634,13250.446759525914,-2755.631557776728,0.976400116281075
240932733.5155737,3,877,-2074329423.6571712,147134301189.61514,-10348858.445384376,-30266.480950895697,-522.8639527500366,-0.377740280641892,-2080307043.498886,147124287462.69687,-6884862.726100206,-36386.364814814,13467.483580441472,-2824.317146915823,0.953708650843762
240932733.5155737,3,887,-2074329423.6571712,147134301189.61514,-10348858.445384376,-30266.480950895697,-522.8639527500366,-0.377740280641892,-2082838070.0826378,147125369614.7402,-7107735.3863218725,-36106.85947699997,13477.326556174121,-2830.0946152167007,0.9998538696064442
240932733.5155737,3,2882,-2074329423.6571712,147134301189.61514,-10348858.445384376,-30266.480950895697,-522.8639527500366,-0.377740280641892,-2076142584.547306,147122462745.4393,-6504212.172434099,-36814.62044456627,13211.083354201915,-2743.573624743686,0.9860605444760604
240932806.9630836,3,1128,-2076552421.1565075,147134262770.06238,-10348886.193936758,-30266.476616838492,-523.3131831549646,-0.3778619799946733,-2076091473.6060648,147122220669.84134,-6452657.584521683,-37002.771182229364,13109.247231810015,-2716.5595626049917,0.9928541307909619
240933094.8948172,3,2905,-2085267097.7851846,147134111838.0532,-10348995.061053896,-30266.45956214352,-525.0742762914177,-0.3783388571069281,-2080912916.6283407,147123407101.5252,-6687856.596321162,-37372.49752879399,13025.274897594269,-2708.7080534468146,0.9503141170234668
240933155.77984872,3,302,-2087109872.0193498,147134079857.55267,-10349018.099295672,-30266.455942722405,-525.4466714516465,-0.37843965230536186,-2081945398.5009313,147123647903.24658,-6735176.205979091,-37438.99889500229,12978.899459955192,-2698.367015866919,0.9554834634617427
240933216.79020435,3,443,-2088956439.1488366,147134047788.48102,-10349041.191114156,-30266.452311265475,-525.81983335019,-0.37854063972005214,-2083491674.082679,147124113529.51602,-6830698.277384962,-37506.6392808958,13004.615154562913,-2711.088552798252,0.9306380542020478
240933413.4944335,3,1873,-2094909977.1665826,147133944239.16693,-10349115.683674203,-30266.44057178221,-527.0229505957299,-0.3788661304400083,-2087555282.2447686,147125205839.2569,-7050054.81531376,-37700.765293601755,12898.327859743236,-2692.695427591186,0.9319679576689669
240933473.60934284,3,93,-2096729441.3900573,147133912546.17834,-10349138.462166335,-30266.436974551012,-527.3906364875826,-0.3789655721832993,-2088304588.0053396,147125327045.17374,-7071555.560499061,-37720.049569660965,12778.008043605767,-2657.537874219616,0.9773401138623702
240933608.8204933,3,2700,-2100821800.6062758,147133841181.17355,-10349189.717655556,-30266.428867331302,-528.2176406001701,-0.3791891834757688,-2091573483.1650639,147126261185.45892,-7259016.310266942,-37837.3181664041,12734.390289911844,-2654.8340348163497,0.9681966898942235
